threshold,cloningTime,versionedTime,persistentTime,coloredTime
319.77031,198,198,198,80
320.1003,198,198,198,80
320.43029,198,198,198,80
320.76028,198,198,198,80
321.09027000000003,198,198,198,80
321.42026,198,198,198,80
321.75025,198,198,198,80
322.08024,198,198,198,80
322.41022999999996,198,198,198,80
322.74022,198,198,198,80
323.07021000000003,198,198,198,80
323.4002,198,198,198,80
323.73019,198,198,198,80
324.06018,198,198,198,80
324.39016999999996,198,198,198,80
324.72016,198,198,198,80
325.05015000000003,198,198,198,80
325.38014,198,198,198,80
325.71013,198,198,198,80
326.04012,198,198,198,80
326.37010999999995,198,198,198,80
326.7001,198,198,198,80
327.03009000000003,198,198,198,80
327.36008,198,198,198,80
327.69007,198,198,198,80
328.02006,198,198,198,80
328.35004999999995,198,198,198,80
328.68004,198,198,198,80
329.01003000000003,198,198,198,80
329.34002,198,198,198,80
329.67001,198,198,198,80
330.0,200,200,200,200
