threshold,cloningTime,versionedTime,persistentTime,coloredTime
225.72316,185,189,164,70
226.05315,185,189,164,70
226.38314,185,189,164,70
226.71313,185,189,164,70
227.04312,185,189,164,70
227.37311,185,189,164,70
227.7031,185,189,164,70
228.03309,185,189,164,70
228.36308,185,189,164,70
228.69307,185,189,164,70
229.02306,185,189,164,70
229.35305,185,189,164,70
229.68304,185,189,164,70
230.01303,185,189,164,70
230.34302,185,189,164,70
230.67301,185,189,164,70
231.003,185,189,164,70
231.33299000000002,185,189,164,70
231.66298,185,189,164,70
231.99296999999999,185,189,164,70
232.32296000000002,185,189,164,70
232.65295,185,189,164,70
232.98293999999999,185,189,164,70
233.31293,185,189,164,70
233.64292,185,189,164,70
233.97290999999998,185,189,164,70
234.3029,185,189,164,70
234.63289,185,189,164,70
234.96287999999998,185,189,164,70
235.29287,185,189,164,70
235.62286,185,189,164,70
235.95284999999998,185,189,164,70
236.28284,185,189,164,70
236.61283,185,189,164,70
236.94282,185,189,164,70
237.27281,185,189,164,70
237.6028,185,189,164,70
237.93279,185,189,164,70
238.26278,185,189,164,70
238.59277,185,189,164,70
238.92276,185,189,164,70
239.25275,185,189,164,70
239.58274,185,189,164,70
239.91273,185,189,164,70
240.24272,185,189,164,70
240.57271,185,189,164,70
240.9027,185,189,164,70
241.23269,185,189,164,70
241.56267999999997,185,189,164,70
241.89267,185,189,164,70
242.22266,185,189,164,70
242.55264999999997,185,189,164,70
242.88264,185,189,164,70
243.21263,185,189,164,70
243.54262,185,189,164,70
243.87261,185,189,164,70
244.2026,185,189,164,70
244.53259,185,189,164,70
244.86258,185,189,164,70
245.19257,185,189,164,70
245.52256,185,189,164,70
245.85255,185,189,164,70
246.18254,185,189,164,70
246.51253,185,189,164,70
246.84252,185,189,164,70
247.17251,185,189,164,70
247.5025,185,189,164,70
247.83249,185,189,164,70
248.16248,185,189,164,70
248.49247,185,189,164,70
248.82246,185,189,164,70
249.15245000000002,185,189,164,70
249.48244,185,189,164,70
249.81242999999998,185,189,164,70
250.14242000000002,185,189,164,70
250.47241,185,189,164,70
250.80239999999998,185,189,164,70
251.13239000000002,185,189,164,70
251.46238,185,189,164,70
251.79236999999998,185,189,164,70
252.12236000000001,185,189,164,70
252.45235,185,189,164,70
252.78233999999998,185,189,164,70
253.11233000000001,185,189,164,70
253.44232,185,189,164,70
253.77230999999998,185,189,164,70
254.1023,185,189,164,70
254.43229,185,189,164,70
254.76227999999998,185,189,164,70
255.09227,185,189,164,70
255.42226,185,189,164,70
255.75225,185,189,164,70
256.08224,185,189,164,70
256.41223,185,189,164,70
256.74222,185,189,164,70
257.07221,185,189,164,70
257.4022,185,189,164,70
257.73219,185,189,164,70
258.06218,185,189,164,70
258.39217,185,189,164,70
258.72216,185,189,164,70
259.05215,185,189,164,70
259.38214,185,189,164,70
259.71213,185,189,164,70
260.04212,185,189,164,70
260.37211,185,189,164,70
260.7021,185,189,164,70
261.03209,185,189,164,70
261.36208,185,189,164,70
261.69207,185,189,164,70
262.02206,185,189,164,70
262.35204999999996,185,189,164,70
262.68204,185,189,164,70
263.01203000000004,185,189,164,70
263.34202,185,189,164,70
263.67201,185,189,164,70
264.002,185,189,164,70
264.33198999999996,185,189,164,70
