benchmark,cloning_code,cloning_secs,cloning_kb,cloning_branches,versioned_code,versioned_secs,versioned_kb,versioned_branches,persistent_code,persistent_secs,persistent_kb,persistent_branches,colored_code,colored_secs,colored_kb,colored_branches
benchmarks/sg_clam_goal-sg79.smt2.th,0,0.81,10525.34,13.0,0,1.21,12855.19,13.0,0,0.86,15626.25,13.0,0,2.75,11636.88,45.0
benchmarks/sg_clam_goal-sg8.smt2.th,0,0.37,9885.59,67.0,0,0.09,5619.44,67.0,0,0.12,9362.32,67.0,101,8.38,6376.77,0.0
benchmarks/sg_clam_goal-sg80.smt2.th,0,0.83,11686.67,13.0,0,1.11,13374.41,13.0,0,0.82,15938.87,13.0,0,2.92,12284.54,45.0
benchmarks/sg_clam_goal-sg81.smt2.th,0,4.35,33767.52,13.0,0,7.85,65149.02,13.0,124,9.16,143789.52,12.79,0,27.28,65006.9,45.0
benchmarks/sg_clam_goal-sg82.smt2.th,0,3.2,30925.43,13.0,0,3.93,36091.52,13.0,0,5.24,48425.89,13.0,0,17.77,42654.35,45.0
benchmarks/sg_clam_goal-sg83.smt2.th,124,297.33,7214592.0,0.0,124,298.98,2667196.0,0.0,134,286.21,2354870.0,0.0,124,154.92,520688.0,0.0
benchmarks/sg_clam_goal-sg84.smt2.th,134,11.12,25221773.73,0.0,134,10.39,25208175.36,0.0,134,38.54,25313894.5,0.0,124,296.6,7567644.0,0.0
benchmarks/sg_clam_goal-sg85.smt2.th,0,0.78,9055.65,13.0,0,0.62,6789.65,13.0,0,0.55,9745.91,13.0,101,1.03,7128.99,0.0
benchmarks/sg_clam_goal-sg86.smt2.th,134,11.15,25206812.0,0.0,134,10.38,25201353.12,0.0,134,39.39,25322222.0,0.0,124,297.34,6255672.0,0.0
benchmarks/sg_clam_goal-sg9.smt2.th,0,3.38,18241.45,67.0,0,0.25,6067.75,67.0,0,4.23,51613.29,67.0,101,10.33,6492.55,0.0
