threshold,cloningMemory,versionedMemory,persistentMemory,coloredMemory
13.663720000000001,185,189,164,70
13.698910000000001,185,189,164,70
13.734100000000002,185,189,164,70
13.769290000000003,185,189,164,70
13.804480000000002,185,189,164,70
13.839670000000002,185,189,164,70
13.874860000000002,185,189,164,70
13.91005,185,189,164,70
13.945240000000002,185,189,164,70
13.980430000000002,185,189,164,70
14.015620000000002,185,189,164,70
14.05081,185,189,164,70
14.086000000000002,185,189,164,70
14.121190000000002,185,189,164,70
14.156380000000002,185,189,164,70
14.19157,185,189,164,70
14.226760000000002,185,189,164,70
14.261950000000002,185,189,164,70
14.29714,185,189,164,70
14.33233,185,189,164,70
14.367520000000003,185,189,164,70
14.402710000000003,185,189,164,70
14.4379,185,189,164,70
14.473090000000001,185,189,164,70
14.508280000000003,185,189,164,70
14.543470000000001,185,189,164,70
14.578660000000001,185,189,164,70
14.613850000000001,185,189,164,70
14.649040000000003,185,189,164,70
14.684230000000001,185,189,164,70
14.719420000000001,185,189,164,70
14.754610000000001,185,189,164,70
14.789800000000003,185,189,164,70
14.824990000000001,185,189,164,70
14.860180000000001,185,189,164,70
14.895370000000002,185,189,164,70
14.930560000000002,185,189,164,70
14.965750000000002,185,189,164,70
15.000940000000002,185,189,164,70
15.036130000000002,185,189,164,70
15.071320000000002,185,189,164,70
15.106510000000002,185,189,164,70
15.141700000000002,185,189,164,70
15.17689,185,189,164,70
15.212080000000002,185,189,164,70
15.247270000000002,185,189,164,70
15.282460000000002,185,189,164,70
15.31765,185,189,164,70
15.352840000000002,185,189,164,70
15.388030000000002,185,189,164,70
15.423220000000002,185,189,164,70
15.45841,185,189,164,70
15.493600000000002,185,189,164,70
15.528790000000003,185,189,164,70
15.56398,185,189,164,70
15.59917,185,189,164,70
15.634360000000003,185,189,164,70
15.669550000000003,185,189,164,70
15.704740000000001,185,189,164,70
15.739930000000001,185,189,164,70
15.775120000000003,185,189,164,70
15.810310000000001,185,189,164,70
15.845500000000001,185,189,164,70
15.880690000000001,185,189,164,70
15.915880000000003,185,189,164,70
15.951070000000001,185,189,164,70
15.986260000000001,185,189,164,70
16.021450000000005,185,189,164,70
16.056640000000005,185,189,164,70
16.09183,185,189,164,70
16.127020000000005,185,189,164,70
16.162210000000005,185,189,164,70
16.197400000000002,185,189,164,70
16.232590000000002,185,189,164,70
16.267780000000005,185,189,164,70
16.302970000000006,185,189,164,70
16.338160000000002,185,189,164,70
16.373350000000002,185,189,164,70
16.408540000000002,185,189,164,70
16.443730000000006,185,189,164,70
16.478920000000002,185,189,164,70
16.514110000000002,185,189,164,70
16.549300000000006,185,189,164,70
16.584490000000002,185,189,164,70
16.619680000000006,185,189,164,70
16.654870000000003,185,189,164,70
16.690060000000003,185,189,164,70
16.725250000000006,185,189,164,70
16.760440000000003,185,189,164,70
16.795630000000003,185,189,164,70
16.830820000000006,185,189,164,70
16.866010000000003,185,189,164,70
16.901200000000003,185,189,164,70
16.936390000000003,185,189,164,70
16.971580000000003,185,189,164,70
17.006770000000007,185,189,164,70
17.041960000000003,185,189,164,70
17.077150000000003,185,189,164,70
17.112340000000007,185,189,164,70
17.147530000000003,185,189,164,70
17.182720000000003,185,189,164,70
17.217910000000003,185,189,164,70
17.253100000000003,185,189,164,70
17.288290000000003,185,189,164,70
17.323480000000004,185,189,164,70
17.358670000000004,185,189,164,70
17.393860000000004,185,189,164,70
17.429050000000004,185,189,164,70
17.464240000000004,185,189,164,70
17.499430000000004,185,189,164,70
17.534620000000004,185,189,164,70
17.569810000000004,185,189,164,70
17.605000000000004,185,189,164,70
17.640190000000004,185,189,164,70
17.675380000000004,185,189,164,70
17.710570000000004,185,189,164,70
17.745760000000004,185,189,164,70
17.78095,185,189,164,70
17.816140000000004,185,189,164,70
17.851330000000004,185,189,164,70
17.886520000000004,185,189,164,70
17.921710000000004,185,189,164,70
17.956900000000005,185,189,164,70
17.992090000000005,185,189,164,70
18.027280000000005,185,189,164,70
18.06247,185,189,164,70
18.097660000000005,185,189,164,70
18.132850000000005,185,189,164,70
18.16804,185,189,164,70
18.203230000000005,185,189,164,70
18.238420000000005,185,189,164,70
18.273610000000005,185,189,164,70
18.308800000000005,185,189,164,70
18.34399,185,189,164,70
18.379180000000005,185,189,164,70
18.414370000000005,185,189,164,70
18.44956,185,189,164,70
18.484750000000005,185,189,164,70
18.519940000000005,185,189,164,70
18.555130000000002,185,189,164,70
18.590320000000006,185,189,164,70
18.625510000000002,185,189,164,70
18.660700000000006,185,189,164,70
18.695890000000006,185,189,164,70
18.731080000000002,185,189,164,70
18.766270000000006,185,189,164,70
18.801460000000006,185,189,164,70
18.836650000000002,185,189,164,70
18.871840000000006,185,189,164,70
18.907030000000002,185,189,164,70
18.942220000000002,185,189,164,70
18.977410000000006,185,189,164,70
19.012600000000003,185,189,164,70
19.047790000000003,185,189,164,70
19.082980000000006,185,189,164,70
19.118170000000003,185,189,164,70
19.153360000000006,185,189,164,70
19.188550000000003,185,189,164,70
19.223740000000003,185,189,164,70
19.258930000000007,185,189,164,70
19.294120000000003,185,189,164,70
19.329310000000003,185,189,164,70
19.364500000000007,185,189,164,70
19.399690000000003,185,189,164,70
19.434880000000003,185,189,164,70
19.470070000000003,185,189,164,70
19.505260000000003,185,189,164,70
19.540450000000007,185,189,164,70
19.575640000000003,185,189,164,70
19.610830000000004,185,189,164,70
19.646020000000007,185,189,164,70
19.681210000000004,185,189,164,70
19.716400000000004,185,189,164,70
19.751590000000004,185,189,164,70
19.786780000000004,185,189,164,70
19.821970000000004,185,189,164,70
19.857160000000004,185,189,164,70
19.892350000000004,185,189,164,70
