threshold,cloningMemory,versionedMemory,persistentMemory,coloredMemory
30.273400000000006,185,189,164,70
30.308590000000006,185,189,164,70
30.343780000000002,185,189,164,70
30.378970000000006,185,189,164,70
30.414160000000006,185,189,164,70
30.449350000000006,185,189,164,70
30.484540000000006,185,189,164,70
30.519730000000006,185,189,164,70
30.554920000000006,185,189,164,70
30.590110000000006,185,189,164,70
30.625300000000003,185,189,164,70
30.660490000000006,185,189,164,70
30.695680000000007,185,189,164,70
30.730870000000003,185,189,164,70
30.766060000000007,185,189,164,70
30.801250000000007,185,189,164,70
30.836440000000007,185,189,164,70
30.871630000000007,185,189,164,70
30.906820000000003,185,189,164,70
30.942010000000007,185,189,164,70
30.977200000000007,185,189,164,70
31.012390000000003,185,189,164,70
31.047580000000007,185,189,164,70
31.082770000000007,185,189,164,70
31.117960000000004,185,189,164,70
31.153150000000007,185,189,164,70
31.188340000000004,185,189,164,70
31.223530000000004,185,189,164,70
31.258720000000007,185,189,164,70
31.293910000000004,185,189,164,70
31.329100000000007,185,189,164,70
31.364290000000008,185,189,164,70
31.399480000000004,185,189,164,70
31.434670000000008,185,189,164,70
31.469860000000004,185,189,164,70
31.505050000000004,185,189,164,70
31.540240000000008,185,189,164,70
31.575430000000004,185,189,164,70
31.610620000000004,185,189,164,70
31.645810000000008,185,189,164,70
31.681000000000004,185,189,164,70
31.716190000000008,185,189,164,70
31.751380000000005,185,189,164,70
31.786570000000005,185,189,164,70
31.82176000000001,185,189,164,70
31.856950000000005,185,189,164,70
31.892140000000005,185,189,164,70
31.92733000000001,185,189,164,70
31.962520000000005,185,189,164,70
31.997710000000005,185,189,164,70
32.032900000000005,196,197,193,75
32.068090000000005,196,197,193,75
32.103280000000005,196,197,193,75
32.138470000000005,196,197,193,75
32.17366,196,197,193,75
32.208850000000005,196,197,193,75
32.244040000000005,196,197,193,75
32.27923,196,197,193,75
32.314420000000005,196,197,193,75
32.349610000000006,196,197,193,75
32.3848,196,197,193,75
32.419990000000006,196,197,193,75
32.45518,196,197,193,75
32.490370000000006,196,197,193,75
32.525560000000006,196,197,193,75
32.56075,196,197,193,75
32.595940000000006,196,197,193,75
32.631130000000006,196,197,193,75
32.66632,196,197,193,75
32.701510000000006,196,197,193,75
32.7367,196,197,193,75
32.77189,196,197,193,75
32.80708,196,197,193,75
32.84227,196,197,193,75
32.877460000000006,196,197,193,75
32.91265,196,197,193,75
32.94784,196,197,193,75
32.98303000000001,196,197,193,75
33.01822,196,197,193,75
33.05341,196,197,193,75
33.08860000000001,196,197,193,75
33.12379000000001,196,197,193,75
33.15898,196,197,193,75
33.19417000000001,196,197,193,75
33.22936000000001,196,197,193,75
33.26455,196,197,193,75
33.29974,196,197,193,75
33.33493000000001,196,197,193,75
33.37012,196,197,193,75
33.40531,196,197,193,75
33.44050000000001,196,197,193,75
33.47569,196,197,193,75
33.51088,196,197,193,75
33.54607000000001,196,197,193,75
33.58126,196,197,193,75
33.61645,198,198,198,80
33.65164000000001,198,198,198,80
33.68683,198,198,198,80
33.72202,198,198,198,80
33.75721000000001,198,198,198,80
33.7924,198,198,198,80
33.82759,198,198,198,80
33.86278,198,198,198,80
33.89797,198,198,198,80
33.93316,198,198,198,80
33.96835,198,198,198,80
34.00354000000001,198,198,198,80
34.03873,198,198,198,80
34.07392,198,198,198,80
34.10911000000001,198,198,198,80
34.1443,198,198,198,80
34.17949,198,198,198,80
34.21468000000001,198,198,198,80
34.24987,198,198,198,80
34.28506,198,198,198,80
34.32025000000001,198,198,198,80
34.35544,198,198,198,80
34.39063,198,198,198,80
34.42582,198,198,198,80
34.46101,198,198,198,80
34.4962,198,198,198,80
34.53139,198,198,198,80
34.56658,198,198,198,80
34.60177,198,198,198,80
34.63696,198,198,198,80
34.67215,198,198,198,80
34.70734,198,198,198,80
34.74253,198,198,198,80
34.77772,198,198,198,80
34.81291,198,198,198,80
34.8481,198,198,198,80
34.88329000000001,198,198,198,80
34.91848,198,198,198,80
34.95367,198,198,198,80
34.98886,198,198,198,80
35.02405,198,198,198,80
35.05924,198,198,198,80
35.09443,198,198,198,80
35.12962,198,198,198,80
35.16481,198,198,198,80
35.2,200,200,200,200
