benchmark,cloning_code,cloning_secs,cloning_kb,cloning_branches,versioned_code,versioned_secs,versioned_kb,versioned_branches,persistent_code,persistent_secs,persistent_kb,persistent_branches,colored_code,colored_secs,colored_kb,colored_branches
benchmarks/clam_goal45.smt2.th,124,177.21,3771400.00,0,124,177.51,2363276.00,0,124,176.15,3445048.00,0,101,.89,13576.00,0
benchmarks/clam_goal69.smt2.th,124,176.75,3606308.00,0,124,177.95,2342828.00,0,124,176.03,3417096.00,0,101,1.02,13448.00,0
benchmarks/clam_goal49.smt2.th,124,176.99,3463896.00,0,124,177.53,2601388.00,0,134,162.40,4377676.00,0,101,.71,13320.00,0
benchmarks/sg_clam_goal-sg49.smt2.th,124,176.73,3734844.00,0,124,177.56,2472020.00,0,134,163.35,4378448.00,0,101,.62,13412.00,0
benchmarks/clam_goal46.smt2.th,124,177.02,3633524.00,0,124,176.95,2599040.00,0,134,166.01,4377180.00,0,101,.60,13580.00,0
benchmarks/leon_amortize-queue-goal11.smt2.th,134,33.35,3579584.00,0,134,17.95,3435848.00,0,134,66.79,816452.00,0,124,178.09,1992728.00,0
benchmarks/sg_clam_goal-sg21.smt2.th,134,122.86,3265076.00,0,124,179.05,1172976.00,0,124,179.33,1403052.00,0,101,1.17,11384.00,0
benchmarks/clam_goal51.smt2.th,0,.12,10424.00,13.00,0,.08,10116.00,13.00,0,.09,10356.00,13.00,0,.97,10532.00,45.00
benchmarks/isaplanner_goal62.smt2.th,0,.13,11376.00,21.00,0,.15,10240.00,21.00,0,.12,11892.00,21.00,101,.64,11012.00,0
benchmarks/isaplanner_goal1.smt2.th,134,48.73,3993304.00,0,0,162.55,1057772.00,71.00,134,125.29,2599180.00,0,124,179.31,828920.00,0
benchmarks/clam_goal54.smt2.th,0,.13,13956.00,67.00,0,.17,10416.00,67.00,0,.13,13860.00,67.00,101,6.34,11040.00,0
benchmarks/clam_goal55.smt2.th,0,.12,14100.00,67.00,0,.15,10404.00,67.00,0,.15,14284.00,67.00,101,4.87,10920.00,0
benchmarks/clam_goal56.smt2.th,0,.15,14104.00,67.00,0,.15,10408.00,67.00,0,.17,14232.00,67.00,101,6.17,10840.00,0
benchmarks/clam_goal57.smt2.th,0,.13,14052.00,67.00,0,.13,10364.00,67.00,0,.17,14160.00,67.00,101,6.30,10864.00,0
benchmarks/clam_goal8.smt2.th,0,.13,13972.00,67.00,0,.13,10336.00,67.00,0,.14,13868.00,67.00,101,4.96,11068.00,0
benchmarks/clam_goal9.smt2.th,0,.16,14128.00,67.00,0,.15,10420.00,67.00,0,.17,13864.00,67.00,101,6.28,10976.00,0
benchmarks/isaplanner_goal11.smt2.th,0,.14,13972.00,67.00,0,.14,10260.00,67.00,0,.18,14700.00,67.00,101,6.12,10992.00,0
benchmarks/isaplanner_goal13.smt2.th,0,.15,13884.00,67.00,0,.21,10252.00,67.00,0,.14,13844.00,67.00,101,4.97,10992.00,0
benchmarks/clam_goal73.smt2.th,0,.18,10728.00,13.00,0,.14,10272.00,13.00,0,.17,11124.00,13.00,101,.20,10720.00,0
benchmarks/clam_goal67.smt2.th,0,.11,10216.00,13.00,0,.08,10008.00,13.00,0,.08,10624.00,13.00,0,1.00,10588.00,45.00
benchmarks/isaplanner_goal65.smt2.th,0,.12,11944.00,25.00,0,.15,10492.00,29.00,0,.15,13216.00,33.00,101,3.13,11564.00,0
benchmarks/sg_clam_goal-sg16.smt2.th,0,.17,10924.00,13.00,0,.18,10404.00,13.00,0,.09,10524.00,13.00,101,.30,11152.00,0
benchmarks/clam_goal33.smt2.th,0,.21,11100.00,13.00,0,.15,10332.00,13.00,0,.18,11664.00,13.00,101,.20,10868.00,0
benchmarks/clam_goal84.smt2.th,0,.18,11188.00,13.00,0,.15,10284.00,13.00,0,.18,11404.00,13.00,101,.20,10804.00,0
benchmarks/isaplanner_goal10.smt2.th,0,.15,12032.00,21.00,0,.20,10456.00,21.00,0,.27,12696.00,21.00,101,8.25,11176.00,0
benchmarks/isaplanner_goal19.smt2.th,0,.15,13076.00,25.00,0,.18,10856.00,25.00,0,.26,13344.00,25.00,101,20.66,11364.00,0
benchmarks/isaplanner_goal39.smt2.th,0,.14,12188.00,25.00,0,.23,10748.00,25.00,0,.18,13616.00,25.00,101,18.08,11408.00,0
benchmarks/isaplanner_goal4.smt2.th,0,.16,12208.00,25.00,0,.17,10840.00,25.00,0,.18,13300.00,25.00,101,11.81,11268.00,0
benchmarks/isaplanner_goal5.smt2.th,0,.15,12068.00,25.00,0,.18,10856.00,25.00,0,.18,13576.00,25.00,101,17.93,11504.00,0
benchmarks/isaplanner_goal55.smt2.th,0,.16,12292.00,21.00,0,.17,10332.00,21.00,0,.18,12436.00,21.00,101,5.57,11048.00,0
benchmarks/clam_goal74.smt2.th,0,.10,10272.00,13.00,0,.09,10036.00,13.00,0,.11,10596.00,13.00,0,1.02,10448.00,45.00
benchmarks/isaplanner_goal78.smt2.th,0,.18,12068.00,25.00,0,.17,10832.00,25.00,0,.22,13552.00,25.00,101,11.94,11296.00,0
benchmarks/isaplanner_goal81.smt2.th,0,.18,12180.00,21.00,0,.22,10484.00,21.00,0,.26,12568.00,21.00,101,8.43,11196.00,0
benchmarks/isaplanner_goal54.smt2.th,0,.26,12708.00,21.00,0,.19,10548.00,21.00,0,.21,12928.00,21.00,101,.81,11460.00,0
benchmarks/isaplanner_goal6.smt2.th,0,.19,12512.00,21.00,0,.23,10492.00,21.00,0,.26,13028.00,21.00,101,2.47,11180.00,0
benchmarks/isaplanner_goal7.smt2.th,0,.19,12652.00,21.00,0,.20,10732.00,21.00,0,.23,13036.00,21.00,101,2.36,11400.00,0
benchmarks/isaplanner_goal8.smt2.th,0,.22,12516.00,21.00,0,.23,10352.00,21.00,0,.23,12836.00,21.00,101,.65,11404.00,0
benchmarks/isaplanner_goal9.smt2.th,0,.21,12520.00,21.00,0,.25,10448.00,21.00,0,.22,12876.00,21.00,101,.74,11276.00,0
benchmarks/sg_clam_goal-sg8.smt2.th,0,.65,14472.00,67.00,0,.24,10544.00,67.00,0,.28,14456.00,67.00,101,12.87,11364.00,0
