benchmark,cloning_code,cloning_secs,cloning_kb,cloning_branches,versioned_code,versioned_secs,versioned_kb,versioned_branches,persistent_code,persistent_secs,persistent_kb,persistent_branches,colored_code,colored_secs,colored_kb,colored_branches
benchmarks/clam_goal15.smt2.th,0,.01,9376.00,13.00,0,.01,8928.00,13.00,0,.02,9728.00,13.00,0,.95,9440.00,45.00
benchmarks/isaplanner_goal63.smt2.th,0,.02,10016.00,19.00,0,.03,9376.00,19.00,0,.03,10768.00,19.00,0,1.13,9824.00,63.00
benchmarks/clam_goal58.smt2.th,0,1.00,15552.00,13.00,0,1.52,20096.00,13.00,0,1.05,23584.00,13.00,0,3.32,19264.00,45.00
benchmarks/clam_goal59.smt2.th,0,1.00,15584.00,13.00,0,1.48,20032.00,13.00,0,1.04,23360.00,13.00,0,3.37,19568.00,45.00
benchmarks/clam_goal60.smt2.th,0,1.01,15504.00,13.00,0,1.47,20304.00,13.00,0,1.00,23360.00,13.00,0,3.32,19168.00,45.00
benchmarks/clam_goal79.smt2.th,0,.98,15424.00,13.00,0,1.52,20080.00,13.00,0,1.06,23536.00,13.00,0,3.28,19456.00,45.00
benchmarks/clam_goal80.smt2.th,0,1.00,15280.00,13.00,0,1.48,20288.00,13.00,0,1.02,23632.00,13.00,0,3.31,19392.00,45.00
benchmarks/sg_clam_goal-sg17.smt2.th,0,1.38,16592.00,13.00,0,1.45,20464.00,13.00,0,.98,23936.00,13.00,0,3.41,18640.00,45.00
benchmarks/sg_clam_goal-sg19.smt2.th,0,1.27,16576.00,13.00,0,1.37,20944.00,13.00,0,1.06,23280.00,13.00,0,3.74,18784.00,45.00
benchmarks/sg_clam_goal-sg10.smt2.th,0,.97,16736.00,13.00,0,1.46,20560.00,13.00,0,1.29,23600.00,13.00,0,3.70,18720.00,45.00
benchmarks/sg_clam_goal-sg80.smt2.th,0,.89,16560.00,13.00,0,1.13,20800.00,13.00,0,.79,23808.00,13.00,0,4.24,17648.00,45.00
benchmarks/sg_clam_goal-sg30.smt2.th,0,1.33,18752.00,13.00,0,1.74,19808.00,13.00,0,1.43,24144.00,13.00,0,4.81,17872.00,45.00
benchmarks/sg_clam_goal-sg1.smt2.th,0,.02,9760.00,13.00,0,.03,9296.00,13.00,0,.03,10304.00,13.00,0,1.19,9408.00,45.00
benchmarks/sg_clam_goal-sg79.smt2.th,0,1.28,15776.00,13.00,0,1.93,20672.00,13.00,0,1.36,23408.00,13.00,0,3.45,18288.00,45.00
benchmarks/sg_clam_goal-sg11.smt2.th,0,1.57,17072.00,13.00,0,1.91,22128.00,13.00,0,1.45,25824.00,13.00,0,4.32,20624.00,45.00
benchmarks/isaplanner_goal75.smt2.th,0,1.19,16688.00,13.00,0,1.94,22464.00,13.00,0,1.33,26336.00,13.00,0,3.97,21264.00,45.00
benchmarks/sg_clam_goal-sg5.smt2.th,0,1.38,16928.00,13.00,0,2.20,22160.00,13.00,0,1.53,25184.00,13.00,0,4.40,20560.00,45.00
benchmarks/clam_goal50.smt2.th,0,3.25,40976.00,175.00,0,1.96,20160.00,169.00,0,2.86,56720.00,169.00,101,31.34,12128.00,0
benchmarks/sg_clam_goal-sg6.smt2.th,0,1.64,17888.00,13.00,0,2.20,22544.00,13.00,0,1.39,25296.00,13.00,0,4.82,20800.00,45.00
benchmarks/clam_goal70.smt2.th,0,3.23,44432.00,191.00,0,1.78,19920.00,169.00,0,3.54,67296.00,181.00,101,15.12,11024.00,0
benchmarks/clam_goal71.smt2.th,0,3.22,40896.00,169.00,0,2.25,22224.00,185.00,0,2.66,54224.00,161.00,101,27.05,12416.00,0
benchmarks/isaplanner_goal53.smt2.th,0,2.94,39952.00,169.00,0,1.62,19440.00,161.00,0,2.83,60128.00,169.00,101,13.50,11408.00,0
benchmarks/sg_clam_goal-sg18.smt2.th,0,1.84,17344.00,13.00,0,2.05,20336.00,13.00,0,1.56,24768.00,13.00,101,.39,9744.00,0
benchmarks/clam_goal16.smt2.th,0,.03,9536.00,13.00,0,.04,8992.00,13.00,0,.03,9504.00,13.00,101,.09,9424.00,0
benchmarks/isaplanner_goal38.smt2.th,0,2.59,19136.00,25.00,0,8.24,24912.00,25.00,0,2.04,24080.00,25.00,101,.09,9728.00,0
benchmarks/clam_goal14.smt2.th,0,4.39,40176.00,165.00,0,2.27,15536.00,169.00,0,3.70,62960.00,169.00,101,79.00,11872.00,0
benchmarks/sg_clam_goal-sg23.smt2.th,0,.82,16464.00,13.00,0,3.77,147264.00,13.00,0,.80,23872.00,13.00,101,.10,9824.00,0
benchmarks/clam_goal62.smt2.th,0,4.53,41296.00,169.00,0,2.25,16048.00,169.00,124,290.50,868672.00,0,101,50.26,11296.00,0
benchmarks/isaplanner_goal77.smt2.th,0,2.68,20208.00,25.00,0,8.15,24192.00,25.00,0,1.87,22576.00,25.00,101,.09,9776.00,0
benchmarks/isaplanner_goal80.smt2.th,0,4.57,41232.00,169.00,0,2.21,15520.00,165.00,0,3.65,62112.00,169.00,101,42.50,11136.00,0
benchmarks/isaplanner_goal2.smt2.th,0,6.19,24080.00,25.00,0,.66,15904.00,25.00,0,1.95,23424.00,25.00,101,.14,9696.00,0
