benchmark,cloning_code,cloning_secs,cloning_gb,cloning_branches,versioned_code,versioned_secs,versioned_gb,versioned_branches,persistent_code,persistent_secs,persistent_gb,persistent_branches,colored_code,colored_secs,colored_gb,colored_branches
benchmarks/clam_goal77.smt2.th,0,3.78,0.0401153564453125,13.0,0,8.06,0.051727294921875,13.0,0,3.51,0.0540008544921875,13.0,0,31.46,0.078521728515625,45.0
benchmarks/sg_clam_goal-sg7.smt2.th,0,4.4,0.038543701171875,13.0,0,6.07,0.0486602783203125,13.0,0,4.73,0.05950927734375,13.0,0,37.7,0.0814208984375,45.0
benchmarks/sg_clam_goal-sg77.smt2.th,0,3.97,0.036773681640625,13.0,0,6.58,0.042266845703125,13.0,0,15.98,0.0868988037109375,13.0,0,32.31,0.082366943359375,45.0
benchmarks/sg_clam_goal-sg75.smt2.th,0,10.45,0.056976318359375,13.0,0,6.0,0.050079345703125,13.0,0,6.05,0.0679168701171875,13.0,0,35.52,0.083526611328125,45.0
benchmarks/isaplanner_goal48.smt2.th,0,0.04,0.0099334716796875,21.0,0,0.05,0.0088958740234375,21.0,0,0.06,0.0110321044921875,21.0,101,330.0,35.2,0.0
benchmarks/sg_clam_goal-sg12.smt2.th,0,6.74,0.038543701171875,13.0,0,6.34,0.0487060546875,13.0,0,4.68,0.056884765625,13.0,0,30.27,0.077667236328125,45.0
benchmarks/sg_clam_goal-sg81.smt2.th,0,4.87,0.0323028564453125,13.0,0,5.3,0.04443359375,13.0,124,300.0,33.6,0.0,0,30.17,0.0772552490234375,45.0
benchmarks/clam_goal7.smt2.th,0,4.2,0.0384521484375,13.0,0,5.57,0.040435791015625,13.0,0,21.01,0.1002960205078125,13.0,0,29.5,0.0709381103515625,45.0
benchmarks/sg_clam_goal-sg14.smt2.th,0,6.44,0.0443572998046875,169.0,0,2.32,0.0157470703125,169.0,0,3.72,0.059967041015625,169.0,101,330.0,35.2,0.0
benchmarks/hipspec_rev-equiv-goal5.smt2.th,0,7.99,0.0687713623046875,1.0,0,9.13,0.0521392822265625,1.0,0,11.14,0.1123199462890625,1.0,0,9.11,0.0728912353515625,1.0
benchmarks/hipspec_rev-equiv-goal6.smt2.th,0,15.36,0.137603759765625,1.0,0,10.96,0.1268157958984375,1.0,0,10.92,0.1121826171875,1.0,0,9.21,0.074920654296875,1.0
benchmarks/hipspec_sg_rev-equiv-goal8.smt2.th,0,6.09,0.06048583984375,1.0,0,18.63,0.0804443359375,1.0,0,45.13,0.2572021484375,1.0,0,13.44,0.0558319091796875,1.0
benchmarks/isaplanner_goal3.smt2.th,0,1.36,0.0248870849609375,91.0,0,17.18,0.0350341796875,91.0,0,6.38,0.0447845458984375,91.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal26.smt2.th,0,12.94,0.2571563720703125,13.0,0,7.2,0.216522216796875,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal38.smt2.th,0,12.03,0.2328643798828125,13.0,0,13.82,0.2289581298828125,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal49.smt2.th,0,0.05,0.0099334716796875,21.0,0,0.05,0.008880615234375,21.0,0,0.05,0.011077880859375,21.0,101,330.0,35.2,0.0
benchmarks/hipspec_rev-equiv-goal4.smt2.th,0,8.4,0.0691070556640625,1.0,0,7.68,0.0778656005859375,1.0,0,10.75,0.1094207763671875,1.0,0,9.6,0.073211669921875,1.0
benchmarks/sg_clam_goal-sg29.smt2.th,0,9.51,0.0590362548828125,13.0,0,8.43,0.0692291259765625,13.0,0,9.2,0.0915985107421875,13.0,0,41.06,0.078338623046875,45.0
benchmarks/clam_goal37.smt2.th,0,1.64,0.07611083984375,13.0,0,13.22,0.225128173828125,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/hipspec_rev-equiv-goal8.smt2.th,0,10.87,0.07537841796875,1.0,0,9.16,0.08746337890625,1.0,0,20.97,0.18035888671875,1.0,0,9.59,0.07366943359375,1.0
benchmarks/clam_goal36.smt2.th,0,5.89,0.209564208984375,13.0,0,14.79,0.227874755859375,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal27.smt2.th,0,12.2,0.227691650390625,13.0,0,13.24,0.2273712158203125,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal28.smt2.th,0,6.82,0.2341461181640625,13.0,0,9.14,0.071685791015625,13.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/hipspec_rev-equiv-goal3.smt2.th,0,10.26,0.0887298583984375,1.0,0,5.94,0.0613861083984375,1.0,0,8.94,0.1059722900390625,1.0,0,8.77,0.0744476318359375,1.0
benchmarks/hipspec_rev-equiv-goal7.smt2.th,0,10.68,0.0749359130859375,1.0,0,5.85,0.0580596923828125,1.0,0,10.44,0.10858154296875,1.0,0,10.81,0.0714263916015625,1.0
benchmarks/hipspec_rev-equiv-goal2.smt2.th,0,8.01,0.0704498291015625,1.0,0,23.46,0.104888916015625,1.0,0,6.77,0.0888214111328125,1.0,0,9.73,0.075714111328125,1.0
benchmarks/isaplanner_goal51.smt2.th,0,0.05,0.0099639892578125,21.0,0,0.05,0.0089263916015625,21.0,0,0.05,0.0111846923828125,21.0,101,330.0,35.2,0.0
benchmarks/sg_clam_goal-sg35.smt2.th,0,13.95,0.0866851806640625,13.0,0,12.04,0.050048828125,13.0,0,12.23,0.1416015625,13.0,101,330.0,35.2,0.0
benchmarks/hipspec_rev-equiv-goal1.smt2.th,0,10.63,0.0748138427734375,1.0,0,7.43,0.0590667724609375,1.0,0,10.61,0.105926513671875,1.0,0,9.15,0.0751190185546875,1.0
benchmarks/isaplanner_goal79.smt2.th,0,6.62,0.044677734375,169.0,0,2.32,0.0160675048828125,169.0,0,3.59,0.0595855712890625,165.0,101,330.0,35.2,0.0
benchmarks/sg_clam_goal-sg86.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0
benchmarks/sg_clam_goal-sg84.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0
benchmarks/isaplanner_goal50.smt2.th,134,315.0,32.0,0.0,0,22.53,0.38262939453125,35.0,134,315.0,32.0,0.0,124,300.0,33.6,0.0
benchmarks/sg_clam_goal-sg33.smt2.th,124,300.0,33.6,0.0,0,54.1,0.66632080078125,13.0,124,300.0,33.6,0.0,101,330.0,35.2,0.0
benchmarks/hipspec_sg_nichomachus-goal9.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0
benchmarks/leon_amortize-queue-goal2.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,124,300.0,33.6,0.0
benchmarks/clam_goal39.smt2.th,0,167.3,3.6899566650390625,71.0,0,49.64,1.379364013671875,67.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal60.smt2.th,0,0.04,0.009857177734375,21.0,0,0.04,0.0087127685546875,21.0,0,0.05,0.010955810546875,21.0,101,330.0,35.2,0.0
benchmarks/clam_goal43.smt2.th,0,71.02,2.718170166015625,35.0,0,71.5,1.3933563232421875,35.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/sg_clam_goal-sg50.smt2.th,0,10.69,0.0972900390625,193.0,0,7.1,0.0610504150390625,205.0,0,23.6,0.2314300537109375,221.0,101,330.0,35.2,0.0
benchmarks/clam_goal44.smt2.th,0,88.27,1.9715423583984375,27.0,0,88.83,1.3140716552734375,27.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/hipspec_sg_nichomachus-goal7.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,124,300.0,33.6,0.0
benchmarks/leon_amortize-queue-goal9.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,124,300.0,33.6,0.0
benchmarks/isaplanner_goal52.smt2.th,0,12.97,0.243194580078125,25.0,0,3.5,0.025360107421875,25.0,0,13.47,0.420989990234375,25.0,101,330.0,35.2,0.0
benchmarks/clam_goal42.smt2.th,0,71.1,3.2698516845703125,35.0,0,106.17,1.3687896728515625,35.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal73.smt2.th,0,125.53,2.485687255859375,109.0,0,127.43,2.3452606201171875,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal72.smt2.th,0,176.41,2.5453948974609375,109.0,0,139.92,1.9391632080078125,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal30.smt2.th,0,170.13,2.6263885498046875,109.0,0,141.88,1.7933349609375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal61.smt2.th,0,0.04,0.0098876953125,21.0,0,0.05,0.0088043212890625,21.0,0,0.05,0.0109100341796875,21.0,101,330.0,35.2,0.0
benchmarks/isaplanner_goal57.smt2.th,124,300.0,33.6,0.0,0,117.82,0.403076171875,523.0,124,300.0,33.6,0.0,101,330.0,35.2,0.0
benchmarks/leon_amortize-queue-goal12.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0
benchmarks/clam_goal47.smt2.th,0,182.21,2.6801605224609375,109.0,0,124.33,2.1241302490234375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal45.smt2.th,0,175.29,2.0522003173828125,109.0,0,124.77,2.0678253173828125,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal69.smt2.th,0,198.5,2.9476470947265625,109.0,0,126.12,2.0433197021484375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal49.smt2.th,0,139.51,1.9061279296875,109.0,0,127.3,2.47991943359375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/sg_clam_goal-sg49.smt2.th,0,166.84,2.352020263671875,109.0,0,129.96,2.4996185302734375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal46.smt2.th,0,140.42,2.2147216796875,109.0,0,131.17,2.485198974609375,109.0,134,315.0,32.0,0.0,101,330.0,35.2,0.0
benchmarks/leon_amortize-queue-goal11.smt2.th,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0,134,315.0,32.0,0.0
benchmarks/sg_clam_goal-sg21.smt2.th,134,315.0,32.0,0.0,124,300.0,33.6,0.0,124,300.0,33.6,0.0,101,330.0,35.2,0.0
benchmarks/clam_goal51.smt2.th,0,0.01,0.0088653564453125,13.0,0,0.01,0.0085906982421875,13.0,0,0.02,0.0094146728515625,13.0,0,0.97,0.009063720703125,45.0
benchmarks/isaplanner_goal62.smt2.th,0,0.04,0.0097808837890625,21.0,0,0.04,0.00885009765625,21.0,0,0.06,0.0107879638671875,21.0,101,330.0,35.2,0.0
